Fecha,KIT JUEGO TANQUE 1000 L,KIT JUEGO TANQUE 2000 L,KIT JUEGO TANQUE 250 L,KIT JUEGO TANQUE 500 L
2023-11-17,38.0,25.0,0.0,706.0
2023-11-20,8.0,0.0,0.0,103.0
2023-11-21,79.0,24.0,124.0,58.0
2023-11-22,157.0,2.0,26.0,66.0
2023-11-23,19.0,4.0,0.0,23.0
2023-11-24,8.0,0.0,4.0,197.0
2023-11-27,245.0,25.0,5.0,212.0
2023-11-28,84.0,37.0,40.0,11.0
2023-11-29,79.0,60.0,48.0,229.0
2023-11-30,95.0,82.0,41.0,118.0
2023-12-01,19.0,38.0,1.0,38.0
2023-12-04,40.0,40.0,9.0,77.0
2023-12-05,53.0,0.0,25.0,186.0
2023-12-06,15.0,0.0,4.0,23.0
2023-12-07,47.0,23.0,1.0,79.0
2023-12-11,38.0,3.0,15.0,3.0
2023-12-12,138.0,35.0,230.0,52.0
2023-12-13,100.0,76.0,11.0,83.0
2023-12-14,28.0,81.0,3.0,18.0
2023-12-15,39.0,26.0,0.0,43.0
2023-12-18,30.0,24.0,5.0,30.0
2023-12-19,11.0,1.0,0.0,36.0
2023-12-20,7.0,6.0,80.0,0.0
2023-12-21,84.0,18.0,9.0,38.0
2023-12-22,20.0,13.0,13.0,116.0
2023-12-26,89.0,6.0,2.0,40.0
2023-12-27,1.0,10.0,0.0,0.0
2024-01-03,40.0,44.0,59.0,18.0
2024-01-04,31.0,4.0,1.0,31.0
2024-01-05,0.0,0.0,3.0,0.0
2024-01-09,48.0,25.0,0.0,19.0
2024-01-10,12.0,25.0,0.0,5.0
2024-01-11,46.0,5.0,9.0,39.0
2024-01-12,44.0,19.0,13.0,22.0
2024-01-15,117.0,40.0,2.0,55.0
2024-01-16,101.0,0.0,25.0,88.0
2024-01-17,62.0,9.0,7.0,62.0
2024-01-18,34.0,10.0,10.0,17.0
2024-01-19,38.0,16.0,3.0,6.0
2024-01-20,25.0,0.0,4.0,26.0
2024-01-22,73.0,48.0,23.0,106.0
2024-01-23,81.0,46.0,12.0,5.0
2024-01-24,179.0,26.0,31.0,44.0
2024-01-25,66.0,19.0,6.0,42.0
2024-01-26,16.0,26.0,0.0,48.0
2024-01-27,0.0,0.0,13.0,22.0
2024-01-29,14.0,0.0,14.0,36.0
2024-01-30,41.0,6.0,4.0,30.0
2024-01-31,73.0,12.0,17.0,99.0
2024-02-01,78.0,23.0,7.0,44.0
2024-02-02,80.0,32.0,8.0,20.0
2024-02-05,289.0,53.0,14.0,57.0
2024-02-06,16.0,15.0,53.0,56.0
2024-02-07,117.0,71.0,7.0,34.0
2024-02-08,95.0,9.0,0.0,19.0
2024-02-09,157.0,11.0,9.0,14.0
2024-02-12,83.0,4.0,33.0,27.0
2024-02-13,185.0,6.0,131.0,57.0
2024-02-14,100.0,63.0,16.0,71.0
2024-02-15,50.0,25.0,0.0,51.0
2024-02-16,46.0,27.0,0.0,29.0
2024-02-19,125.0,52.0,9.0,54.0
2024-02-20,149.0,72.0,5.0,35.0
2024-02-21,105.0,22.0,0.0,25.0
2024-02-22,11.0,39.0,0.0,24.0
2024-02-23,11.0,47.0,1.0,30.0
2024-02-26,84.0,63.0,1.0,82.0
2024-02-27,115.0,24.0,0.0,39.0
2024-02-28,66.0,38.0,0.0,88.0
2024-02-29,70.0,16.0,0.0,30.0
